file;health;split_group
038_117.png;Varroa, Small Hive Beetles;train
030_776.png;ant problems;train
032_822.png;healthy;train
021_181.png;healthy;train
031_097.png;Varroa, Small Hive Beetles;train
030_500.png;ant problems;train
015_1035.png;healthy;train
021_202.png;healthy;train
032_773.png;healthy;train
010_597.png;healthy;train
046_114.png;healthy;train
032_876.png;healthy;train
038_309.png;Varroa, Small Hive Beetles;train
040_369.png;Varroa, Small Hive Beetles;train
046_051.png;healthy;train
016_205.png;healthy;train
021_101.png;healthy;train
016_239.png;healthy;train
015_1076.png;healthy;train
010_799.png;healthy;train
016_167.png;healthy;train
032_062.png;healthy;train
008_288.png;healthy;train
005_604.png;healthy;train
032_912.png;healthy;train
015_994.png;healthy;train
038_132.png;Varroa, Small Hive Beetles;train
005_138.png;healthy;train
010_246.png;healthy;train
015_1166.png;healthy;train
032_262.png;healthy;train
030_606.png;ant problems;train
038_069.png;Varroa, Small Hive Beetles;train
030_510.png;ant problems;train
038_007.png;Varroa, Small Hive Beetles;train
004_430.png;healthy;train
002_107.png;healthy;train
010_813.png;healthy;train
040_447.png;Varroa, Small Hive Beetles;train
005_407.png;healthy;train
030_757.png;ant problems;train
008_084.png;healthy;train
040_335.png;Varroa, Small Hive Beetles;train
046_083.png;healthy;train
010_822.png;healthy;train
015_1188.png;healthy;train
008_195.png;healthy;train
003_144.png;healthy;train
015_1253.png;healthy;train
030_873.png;ant problems;train
040_406.png;Varroa, Small Hive Beetles;train
009_086.png;healthy;train
038_358.png;Varroa, Small Hive Beetles;train
038_153.png;Varroa, Small Hive Beetles;train
009_057.png;healthy;train
019_1147.png;healthy;train
040_342.png;Varroa, Small Hive Beetles;train
005_073.png;healthy;train
032_261.png;healthy;train
030_571.png;ant problems;train
007_061.png;healthy;train
030_660.png;ant problems;train
015_1078.png;healthy;train
005_501.png;healthy;train
005_277.png;healthy;train
038_293.png;Varroa, Small Hive Beetles;train
010_255.png;healthy;train
003_236.png;healthy;train
040_160.png;Varroa, Small Hive Beetles;train
041_017.png;hive being robbed;train
015_1174.png;healthy;train
040_299.png;Varroa, Small Hive Beetles;train
040_341.png;Varroa, Small Hive Beetles;train
030_731.png;ant problems;train
039_015.png;hive being robbed;train
040_494.png;Varroa, Small Hive Beetles;train
015_1118.png;healthy;train
043_027.png;hive being robbed;train
005_310.png;healthy;train
015_897.png;healthy;train
001_169.png;healthy;train
021_201.png;healthy;train
015_470.png;healthy;train
040_089.png;Varroa, Small Hive Beetles;train
031_117.png;Varroa, Small Hive Beetles;train
005_466.png;healthy;train
040_045.png;Varroa, Small Hive Beetles;train
016_304.png;healthy;train
015_658.png;healthy;train
004_387.png;healthy;train
040_106.png;Varroa, Small Hive Beetles;train
032_594.png;healthy;train
042_032.png;hive being robbed;train
038_382.png;Varroa, Small Hive Beetles;train
009_108.png;healthy;train
016_039.png;healthy;train
032_624.png;healthy;train
038_174.png;Varroa, Small Hive Beetles;train
010_240.png;healthy;train
030_388.png;ant problems;train
016_113.png;healthy;train
022_102.png;healthy;train
015_1165.png;healthy;train
004_452.png;healthy;train
038_189.png;Varroa, Small Hive Beetles;train
030_826.png;ant problems;train
032_628.png;healthy;train
032_470.png;healthy;train
004_098.png;healthy;train
019_526.png;healthy;train
004_101.png;healthy;train
041_002.png;hive being robbed;train
003_255.png;healthy;train
015_1160.png;healthy;train
005_422.png;healthy;train
004_339.png;healthy;train
022_369.png;healthy;train
008_186.png;healthy;train
016_112.png;healthy;train
009_105.png;healthy;train
015_562.png;healthy;train
022_289.png;healthy;train
022_346.png;healthy;train
040_546.png;Varroa, Small Hive Beetles;train
012_013.png;healthy;train
004_300.png;healthy;train
019_931.png;healthy;train
030_417.png;ant problems;train
032_910.png;healthy;train
032_775.png;healthy;train
021_029.png;healthy;train
030_720.png;ant problems;train
015_510.png;healthy;train
038_108.png;Varroa, Small Hive Beetles;train
016_253.png;healthy;train
033_097.png;healthy;train
017_025.png;healthy;train
032_707.png;healthy;train
032_761.png;healthy;train
038_194.png;Varroa, Small Hive Beetles;train
040_424.png;Varroa, Small Hive Beetles;train
005_505.png;healthy;train
005_616.png;healthy;train
032_886.png;healthy;train
019_1355.png;healthy;train
019_1298.png;healthy;train
005_591.png;healthy;train
004_487.png;healthy;train
040_523.png;Varroa, Small Hive Beetles;train
040_038.png;Varroa, Small Hive Beetles;train
015_277.png;healthy;train
004_060.png;healthy;train
032_832.png;healthy;train
004_377.png;healthy;train
004_075.png;healthy;train
005_603.png;healthy;train
022_419.png;healthy;train
032_464.png;healthy;train
022_205.png;healthy;train
038_172.png;Varroa, Small Hive Beetles;train
030_692.png;ant problems;train
038_103.png;Varroa, Small Hive Beetles;train
031_128.png;Varroa, Small Hive Beetles;train
005_400.png;healthy;train
008_083.png;healthy;train
015_1115.png;healthy;train
038_109.png;Varroa, Small Hive Beetles;train
008_289.png;healthy;train
046_078.png;healthy;train
030_414.png;ant problems;train
021_102.png;healthy;train
005_388.png;healthy;train
004_462.png;healthy;train
008_196.png;healthy;train
030_529.png;ant problems;train
040_159.png;Varroa, Small Hive Beetles;train
011_025.png;healthy;train
022_381.png;healthy;train
019_1262.png;healthy;train
038_214.png;Varroa, Small Hive Beetles;train
046_107.png;healthy;train
019_1049.png;healthy;train
038_185.png;Varroa, Small Hive Beetles;train
015_603.png;healthy;train
032_670.png;healthy;train
038_376.png;Varroa, Small Hive Beetles;train
010_394.png;healthy;train
003_257.png;healthy;train
033_071.png;healthy;train
019_635.png;healthy;train
008_302.png;healthy;train
019_799.png;healthy;train
038_044.png;Varroa, Small Hive Beetles;train
003_020.png;healthy;train
015_1248.png;healthy;train
015_472.png;healthy;train
037_000.png;hive being robbed;train
001_156.png;healthy;train
033_048.png;healthy;train
032_902.png;healthy;train
046_195.png;healthy;train
010_268.png;healthy;train
031_029.png;Varroa, Small Hive Beetles;train
043_062.png;hive being robbed;train
038_195.png;Varroa, Small Hive Beetles;train
040_385.png;Varroa, Small Hive Beetles;train
043_029.png;hive being robbed;train
004_384.png;healthy;train
021_234.png;healthy;train
019_876.png;healthy;train
045_018.png;hive being robbed;train
010_431.png;healthy;train
046_016.png;healthy;train
038_426.png;Varroa, Small Hive Beetles;train
040_377.png;Varroa, Small Hive Beetles;train
040_296.png;Varroa, Small Hive Beetles;train
038_266.png;Varroa, Small Hive Beetles;train
015_1251.png;healthy;train
033_093.png;healthy;train
010_821.png;healthy;train
032_598.png;healthy;train
017_076.png;healthy;train
038_428.png;Varroa, Small Hive Beetles;train
038_435.png;Varroa, Small Hive Beetles;train
005_502.png;healthy;train
010_641.png;healthy;train
030_348.png;ant problems;train
032_629.png;healthy;train
023_005.png;healthy;train
016_276.png;healthy;train
021_138.png;healthy;train
015_1002.png;healthy;train
040_416.png;Varroa, Small Hive Beetles;train
033_077.png;healthy;train
022_420.png;healthy;train
030_307.png;ant problems;train
003_252.png;healthy;train
022_288.png;healthy;train
030_782.png;ant problems;train
032_307.png;healthy;train
005_593.png;healthy;train
005_408.png;healthy;train
010_137.png;healthy;train
030_258.png;ant problems;train
010_320.png;healthy;train
032_512.png;healthy;train
032_584.png;healthy;train
010_632.png;healthy;train
010_645.png;healthy;train
004_422.png;healthy;train
015_788.png;healthy;train
010_807.png;healthy;train
016_240.png;healthy;train
008_241.png;healthy;train
005_517.png;healthy;train
032_467.png;healthy;train
004_365.png;healthy;train
010_068.png;healthy;train
040_565.png;Varroa, Small Hive Beetles;train
007_161.png;healthy;train
022_424.png;healthy;train
008_046.png;healthy;train
009_085.png;healthy;train
005_363.png;healthy;train
038_373.png;Varroa, Small Hive Beetles;train
010_777.png;healthy;train
005_618.png;healthy;train
035_020.png;Varroa, Small Hive Beetles;train
040_473.png;Varroa, Small Hive Beetles;train
010_581.png;healthy;train
030_827.png;ant problems;train
008_273.png;healthy;train
032_260.png;healthy;train
030_513.png;ant problems;train
038_296.png;Varroa, Small Hive Beetles;train
031_076.png;Varroa, Small Hive Beetles;train
032_700.png;healthy;train
041_005.png;hive being robbed;train
010_326.png;healthy;train
015_1266.png;healthy;train
021_117.png;healthy;train
032_763.png;healthy;train
040_024.png;Varroa, Small Hive Beetles;train
032_871.png;healthy;train
019_780.png;healthy;train
004_435.png;healthy;train
043_039.png;hive being robbed;train
043_045.png;hive being robbed;train
019_1215.png;healthy;train
008_231.png;healthy;train
038_060.png;Varroa, Small Hive Beetles;train
005_348.png;healthy;train
008_096.png;healthy;train
016_211.png;healthy;train
038_239.png;Varroa, Small Hive Beetles;train
019_600.png;healthy;train
018_041.png;healthy;train
015_272.png;healthy;train
040_278.png;Varroa, Small Hive Beetles;train
010_857.png;healthy;train
004_188.png;healthy;train
030_375.png;ant problems;train
002_108.png;healthy;train
008_232.png;healthy;train
038_396.png;Varroa, Small Hive Beetles;train
015_1054.png;healthy;train
009_100.png;healthy;train
021_088.png;healthy;train
030_148.png;ant problems;train
030_742.png;ant problems;train
020_010.png;healthy;train
015_589.png;healthy;train
005_438.png;healthy;train
010_699.png;healthy;train
030_532.png;ant problems;train
017_131.png;healthy;train
022_367.png;healthy;train
038_066.png;Varroa, Small Hive Beetles;train
002_078.png;healthy;train
042_003.png;hive being robbed;train
019_848.png;healthy;train
005_596.png;healthy;train
038_143.png;Varroa, Small Hive Beetles;train
038_161.png;Varroa, Small Hive Beetles;train
038_055.png;Varroa, Small Hive Beetles;train
040_495.png;Varroa, Small Hive Beetles;train
043_040.png;hive being robbed;train
046_061.png;healthy;train
040_121.png;Varroa, Small Hive Beetles;train
019_1048.png;healthy;train
032_916.png;healthy;train
007_062.png;healthy;train
030_663.png;ant problems;train
010_798.png;healthy;train
032_836.png;healthy;train
038_061.png;Varroa, Small Hive Beetles;train
015_882.png;healthy;train
005_563.png;healthy;train
030_842.png;ant problems;train
004_357.png;healthy;train
031_060.png;Varroa, Small Hive Beetles;train
034_037.png;missing queen;train
019_865.png;healthy;train
020_012.png;healthy;train
040_227.png;Varroa, Small Hive Beetles;train
015_1275.png;healthy;train
019_685.png;healthy;train
005_248.png;healthy;train
038_028.png;Varroa, Small Hive Beetles;train
019_619.png;healthy;train
031_095.png;Varroa, Small Hive Beetles;train
032_756.png;healthy;train
038_269.png;Varroa, Small Hive Beetles;train
030_811.png;ant problems;train
003_130.png;healthy;train
003_185.png;healthy;train
020_030.png;healthy;train
039_026.png;hive being robbed;train
022_098.png;healthy;train
030_668.png;ant problems;train
040_438.png;Varroa, Small Hive Beetles;train
038_305.png;Varroa, Small Hive Beetles;train
004_111.png;healthy;train
040_282.png;Varroa, Small Hive Beetles;train
004_383.png;healthy;train
003_260.png;healthy;train
021_206.png;healthy;train
010_801.png;healthy;train
040_016.png;Varroa, Small Hive Beetles;train
040_370.png;Varroa, Small Hive Beetles;train
017_038.png;healthy;train
002_097.png;healthy;train
038_332.png;Varroa, Small Hive Beetles;train
001_147.png;healthy;train
046_115.png;healthy;train
009_084.png;healthy;train
032_602.png;healthy;train
030_266.png;ant problems;train
004_229.png;healthy;train
030_788.png;ant problems;train
010_409.png;healthy;train
005_270.png;healthy;train
030_707.png;ant problems;train
019_974.png;healthy;train
015_1195.png;healthy;train
032_404.png;healthy;train
030_559.png;ant problems;train
016_284.png;healthy;train
030_612.png;ant problems;train
029_007.png;healthy;train
021_198.png;healthy;train
010_133.png;healthy;train
015_762.png;healthy;train
010_530.png;healthy;train
032_500.png;healthy;train
015_1171.png;healthy;train
040_014.png;Varroa, Small Hive Beetles;train
040_348.png;Varroa, Small Hive Beetles;train
040_470.png;Varroa, Small Hive Beetles;train
038_345.png;Varroa, Small Hive Beetles;train
038_165.png;Varroa, Small Hive Beetles;train
005_537.png;healthy;train
008_181.png;healthy;train
021_208.png;healthy;train
005_358.png;healthy;train
030_198.png;ant problems;train
030_558.png;ant problems;train
038_456.png;Varroa, Small Hive Beetles;train
004_475.png;healthy;train
040_496.png;Varroa, Small Hive Beetles;train
040_529.png;Varroa, Small Hive Beetles;train
010_442.png;healthy;train
022_423.png;healthy;train
040_384.png;Varroa, Small Hive Beetles;train
038_363.png;Varroa, Small Hive Beetles;train
009_042.png;healthy;train
009_112.png;healthy;train
005_594.png;healthy;train
038_113.png;Varroa, Small Hive Beetles;train
038_420.png;Varroa, Small Hive Beetles;train
010_427.png;healthy;train
030_658.png;ant problems;train
005_271.png;healthy;train
019_520.png;healthy;train
008_242.png;healthy;train
036_089.png;Varroa, Small Hive Beetles;train
030_468.png;ant problems;train
032_849.png;healthy;train
010_734.png;healthy;train
008_171.png;healthy;train
040_417.png;Varroa, Small Hive Beetles;train
015_488.png;healthy;train
019_655.png;healthy;train
038_259.png;Varroa, Small Hive Beetles;train
021_164.png;healthy;train
030_845.png;ant problems;train
035_047.png;Varroa, Small Hive Beetles;train
040_080.png;Varroa, Small Hive Beetles;train
017_110.png;healthy;train
015_878.png;healthy;train
032_589.png;healthy;train
040_098.png;Varroa, Small Hive Beetles;train
030_671.png;ant problems;train
038_286.png;Varroa, Small Hive Beetles;train
024_019.png;healthy;train
032_363.png;healthy;train
003_136.png;healthy;train
015_660.png;healthy;train
025_024.png;healthy;train
036_083.png;Varroa, Small Hive Beetles;train
038_465.png;Varroa, Small Hive Beetles;train
015_834.png;healthy;train
015_1215.png;healthy;train
030_727.png;ant problems;train
040_054.png;Varroa, Small Hive Beetles;train
015_471.png;healthy;train
017_064.png;healthy;train
004_276.png;healthy;train
040_087.png;Varroa, Small Hive Beetles;train
010_544.png;healthy;train
041_076.png;hive being robbed;train
001_151.png;healthy;train
019_530.png;healthy;train
015_565.png;healthy;train
046_095.png;healthy;train
015_782.png;healthy;train
002_103.png;healthy;train
032_660.png;healthy;train
015_462.png;healthy;train
015_932.png;healthy;train
025_018.png;healthy;train
009_053.png;healthy;train
042_028.png;hive being robbed;train
019_746.png;healthy;train
040_173.png;Varroa, Small Hive Beetles;train
010_690.png;healthy;train
040_125.png;Varroa, Small Hive Beetles;train
016_269.png;healthy;train
032_740.png;healthy;train
003_241.png;healthy;train
010_331.png;healthy;train
038_011.png;Varroa, Small Hive Beetles;train
030_810.png;ant problems;train
038_260.png;Varroa, Small Hive Beetles;train
004_358.png;healthy;train
038_470.png;Varroa, Small Hive Beetles;train
032_815.png;healthy;train
038_016.png;Varroa, Small Hive Beetles;train
038_374.png;Varroa, Small Hive Beetles;train
021_100.png;healthy;train
005_579.png;healthy;train
038_290.png;Varroa, Small Hive Beetles;train
040_239.png;Varroa, Small Hive Beetles;train
017_073.png;healthy;train
038_128.png;Varroa, Small Hive Beetles;train
019_814.png;healthy;train
017_045.png;healthy;train
021_197.png;healthy;train
010_097.png;healthy;train
032_826.png;healthy;train
030_766.png;ant problems;train
015_827.png;healthy;train
008_272.png;healthy;train
032_314.png;healthy;train
019_1037.png;healthy;train
038_407.png;Varroa, Small Hive Beetles;train
032_859.png;healthy;train
010_284.png;healthy;train
040_368.png;Varroa, Small Hive Beetles;train
032_825.png;healthy;train
038_314.png;Varroa, Small Hive Beetles;train
022_426.png;healthy;train
030_795.png;ant problems;train
022_402.png;healthy;train
038_285.png;Varroa, Small Hive Beetles;train
030_400.png;ant problems;train
040_558.png;Varroa, Small Hive Beetles;train
002_055.png;healthy;train
015_307.png;healthy;train
003_124.png;healthy;train
019_979.png;healthy;train
043_010.png;hive being robbed;train
040_011.png;Varroa, Small Hive Beetles;train
038_360.png;Varroa, Small Hive Beetles;train
030_338.png;ant problems;train
015_1183.png;healthy;train
019_1282.png;healthy;train
032_853.png;healthy;train
039_025.png;hive being robbed;train
040_169.png;Varroa, Small Hive Beetles;train
010_455.png;healthy;train
038_021.png;Varroa, Small Hive Beetles;train
046_096.png;healthy;train
032_559.png;healthy;train
038_303.png;Varroa, Small Hive Beetles;train
004_390.png;healthy;train
037_014.png;hive being robbed;train
009_056.png;healthy;train
005_103.png;healthy;train
015_598.png;healthy;train
019_1144.png;healthy;train
010_135.png;healthy;train
032_551.png;healthy;train
005_610.png;healthy;train
005_489.png;healthy;train
002_101.png;healthy;train
046_111.png;healthy;train
017_100.png;healthy;train
019_1020.png;healthy;train
038_230.png;Varroa, Small Hive Beetles;train
043_047.png;hive being robbed;train
003_141.png;healthy;train
010_552.png;healthy;train
002_109.png;healthy;train
008_094.png;healthy;train
019_627.png;healthy;train
015_577.png;healthy;train
030_726.png;ant problems;train
017_067.png;healthy;train
017_089.png;healthy;train
022_408.png;healthy;train
019_1007.png;healthy;train
008_045.png;healthy;train
015_070.png;healthy;train
032_786.png;healthy;train
017_034.png;healthy;train
040_013.png;Varroa, Small Hive Beetles;train
015_1213.png;healthy;train
017_023.png;healthy;train
008_301.png;healthy;train
010_591.png;healthy;train
045_001.png;hive being robbed;train
032_376.png;healthy;train
040_164.png;Varroa, Small Hive Beetles;train
001_149.png;healthy;train
032_516.png;healthy;train
043_076.png;hive being robbed;train
030_476.png;ant problems;train
042_021.png;hive being robbed;train
032_847.png;healthy;train
040_512.png;Varroa, Small Hive Beetles;train
015_299.png;healthy;train
019_322.png;healthy;train
030_718.png;ant problems;train
015_371.png;healthy;train
038_240.png;Varroa, Small Hive Beetles;train
004_215.png;healthy;train
015_599.png;healthy;train
019_334.png;healthy;train
001_167.png;healthy;train
040_190.png;Varroa, Small Hive Beetles;train
041_025.png;hive being robbed;train
040_549.png;Varroa, Small Hive Beetles;train
003_094.png;healthy;train
038_261.png;Varroa, Small Hive Beetles;train
001_134.png;healthy;train
015_1063.png;healthy;train
040_517.png;Varroa, Small Hive Beetles;train
038_365.png;Varroa, Small Hive Beetles;train
016_161.png;healthy;train
022_429.png;healthy;train
032_895.png;healthy;train
041_011.png;hive being robbed;train
030_398.png;ant problems;train
017_029.png;healthy;train
004_394.png;healthy;train
038_463.png;Varroa, Small Hive Beetles;train
032_838.png;healthy;train
030_859.png;ant problems;train
032_558.png;healthy;train
019_394.png;healthy;train
005_599.png;healthy;train
040_043.png;Varroa, Small Hive Beetles;train
038_111.png;Varroa, Small Hive Beetles;train
041_047.png;hive being robbed;train
046_084.png;healthy;train
009_104.png;healthy;train
019_257.png;healthy;train
039_006.png;hive being robbed;train
030_272.png;ant problems;train
030_871.png;ant problems;train
032_564.png;healthy;train
015_1005.png;healthy;train
003_156.png;healthy;train
015_1272.png;healthy;train
004_386.png;healthy;train
032_946.png;healthy;train
017_082.png;healthy;train
007_159.png;healthy;train
017_018.png;healthy;train
040_388.png;Varroa, Small Hive Beetles;train
010_668.png;healthy;train
040_238.png;Varroa, Small Hive Beetles;train
038_417.png;Varroa, Small Hive Beetles;train
004_373.png;healthy;train
010_437.png;healthy;train
021_210.png;healthy;train
031_094.png;Varroa, Small Hive Beetles;train
030_784.png;ant problems;train
025_022.png;healthy;train
040_533.png;Varroa, Small Hive Beetles;train
038_464.png;Varroa, Small Hive Beetles;train
017_052.png;healthy;train
041_075.png;hive being robbed;train
015_276.png;healthy;train
032_462.png;healthy;train
012_011.png;healthy;train
040_505.png;Varroa, Small Hive Beetles;train
034_045.png;missing queen;train
043_059.png;hive being robbed;train
003_270.png;healthy;train
002_033.png;healthy;train
040_387.png;Varroa, Small Hive Beetles;train
015_1026.png;healthy;train
046_170.png;healthy;train
008_254.png;healthy;train
010_605.png;healthy;train
040_381.png;Varroa, Small Hive Beetles;train
022_215.png;healthy;train
032_818.png;healthy;train
015_613.png;healthy;train
038_065.png;Varroa, Small Hive Beetles;train
010_826.png;healthy;train
010_818.png;healthy;train
015_1119.png;healthy;train
032_914.png;healthy;train
037_021.png;hive being robbed;train
005_372.png;healthy;train
043_003.png;hive being robbed;train
035_019.png;Varroa, Small Hive Beetles;train
039_001.png;hive being robbed;train
046_010.png;healthy;train
022_114.png;healthy;train
038_443.png;Varroa, Small Hive Beetles;train
007_187.png;healthy;train
030_819.png;ant problems;train
030_617.png;ant problems;train
010_848.png;healthy;train
030_850.png;ant problems;train
046_004.png;healthy;train
030_713.png;ant problems;train
038_461.png;Varroa, Small Hive Beetles;train
038_203.png;Varroa, Small Hive Beetles;train
016_010.png;healthy;train
033_061.png;healthy;train
004_260.png;healthy;train
040_148.png;Varroa, Small Hive Beetles;train
005_565.png;healthy;train
016_249.png;healthy;train
016_229.png;healthy;train
019_597.png;healthy;train
010_718.png;healthy;train
009_069.png;healthy;train
038_268.png;Varroa, Small Hive Beetles;train
038_311.png;Varroa, Small Hive Beetles;train
015_298.png;healthy;train
032_658.png;healthy;train
046_101.png;healthy;train
023_011.png;healthy;train
005_504.png;healthy;train
032_673.png;healthy;train
015_1055.png;healthy;train
010_547.png;healthy;train
010_595.png;healthy;train
019_1345.png;healthy;train
038_173.png;Varroa, Small Hive Beetles;train
046_081.png;healthy;train
021_039.png;healthy;train
034_019.png;missing queen;train
008_209.png;healthy;train
038_104.png;Varroa, Small Hive Beetles;train
015_987.png;healthy;train
040_233.png;Varroa, Small Hive Beetles;train
010_241.png;healthy;train
022_407.png;healthy;train
038_187.png;Varroa, Small Hive Beetles;train
032_719.png;healthy;train
015_571.png;healthy;train
015_795.png;healthy;train
032_405.png;healthy;train
030_212.png;ant problems;train
041_003.png;hive being robbed;train
038_318.png;Varroa, Small Hive Beetles;train
041_067.png;hive being robbed;train
041_019.png;hive being robbed;train
011_019.png;healthy;train
004_213.png;healthy;train
015_819.png;healthy;train
029_015.png;healthy;train
037_020.png;hive being robbed;train
008_235.png;healthy;train
004_274.png;healthy;train
038_056.png;Varroa, Small Hive Beetles;train
043_070.png;hive being robbed;train
040_398.png;Varroa, Small Hive Beetles;train
022_302.png;healthy;train
021_221.png;healthy;train
040_427.png;Varroa, Small Hive Beetles;train
015_588.png;healthy;train
019_691.png;healthy;train
004_476.png;healthy;train
031_069.png;Varroa, Small Hive Beetles;train
038_400.png;Varroa, Small Hive Beetles;train
030_563.png;ant problems;train
040_008.png;Varroa, Small Hive Beetles;train
032_821.png;healthy;train
019_1034.png;healthy;train
009_078.png;healthy;train
019_867.png;healthy;train
019_816.png;healthy;train
038_453.png;Varroa, Small Hive Beetles;train
043_065.png;hive being robbed;train
030_813.png;ant problems;train
032_573.png;healthy;train
008_091.png;healthy;train
040_454.png;Varroa, Small Hive Beetles;train
032_603.png;healthy;train
022_206.png;healthy;train
031_133.png;Varroa, Small Hive Beetles;train
004_205.png;healthy;train
020_006.png;healthy;train
024_009.png;healthy;train
030_711.png;ant problems;train
023_013.png;healthy;train
008_127.png;healthy;train
032_413.png;healthy;train
019_932.png;healthy;train
004_262.png;healthy;train
030_715.png;ant problems;train
032_114.png;healthy;train
032_585.png;healthy;train
005_475.png;healthy;train
046_006.png;healthy;train
030_866.png;ant problems;train
001_135.png;healthy;train
005_467.png;healthy;train
038_046.png;Varroa, Small Hive Beetles;train
031_003.png;Varroa, Small Hive Beetles;train
004_419.png;healthy;train
040_314.png;Varroa, Small Hive Beetles;train
005_411.png;healthy;train
005_392.png;healthy;train
005_264.png;healthy;train
022_199.png;healthy;train
008_086.png;healthy;train
030_760.png;ant problems;train
010_522.png;healthy;train
015_1147.png;healthy;train
030_489.png;ant problems;train
005_558.png;healthy;train
004_349.png;healthy;train
033_038.png;healthy;train
009_040.png;healthy;train
031_067.png;Varroa, Small Hive Beetles;train
030_717.png;ant problems;train
032_710.png;healthy;train
004_314.png;healthy;train
015_1017.png;healthy;train
008_250.png;healthy;train
010_486.png;healthy;train
008_078.png;healthy;train
046_052.png;healthy;train
008_253.png;healthy;train
019_243.png;healthy;train
034_032.png;missing queen;train
010_707.png;healthy;train
015_249.png;healthy;train
022_364.png;healthy;train
032_897.png;healthy;train
010_519.png;healthy;train
019_1283.png;healthy;train
003_209.png;healthy;train
032_754.png;healthy;train
040_245.png;Varroa, Small Hive Beetles;train
040_110.png;Varroa, Small Hive Beetles;train
019_858.png;healthy;train
040_145.png;Varroa, Small Hive Beetles;train
030_514.png;ant problems;train
004_442.png;healthy;train
030_781.png;ant problems;train
030_160.png;ant problems;train
038_414.png;Varroa, Small Hive Beetles;train
021_105.png;healthy;train
038_208.png;Varroa, Small Hive Beetles;train
015_310.png;healthy;train
021_136.png;healthy;train
010_368.png;healthy;train
021_217.png;healthy;train
015_1190.png;healthy;train
030_656.png;ant problems;train
005_206.png;healthy;train
032_777.png;healthy;train
015_1176.png;healthy;train
015_1041.png;healthy;train
010_827.png;healthy;train
019_1109.png;healthy;train
030_851.png;ant problems;train
018_026.png;healthy;train
032_797.png;healthy;train
004_403.png;healthy;train
005_624.png;healthy;train
043_053.png;hive being robbed;train
030_229.png;ant problems;train
032_803.png;healthy;train
021_074.png;healthy;train
008_271.png;healthy;train
038_110.png;Varroa, Small Hive Beetles;train
032_258.png;healthy;train
030_188.png;ant problems;train
015_801.png;healthy;train
010_134.png;healthy;train
